Blog	The Superficial - Because You're Ugly	Wonkette	Publishing 2.0	Eschaton	Blog Maverick	Mashable!	we make money not art	GigaOM	Joho the Blog	Neil Gaiman's Journal	Signal vs. Noise	lifehack.org	Hot Air	Online Marketing Report	Kotaku	Talking Points Memo: by Joshua Micah Marshall	John Battelle's Searchblog	43 Folders	Daily Kos	Deadspin	Go Fug Yourself	O'Reilly Radar	Andrew Sullivan | The Daily Dish	Lifehacker	Google Operating System	Valleywag	Gizmodo	ScienceBlogs : Combined Feed	Michelle Malkin	SimpleBits	Slashdot	Gothamist	BuzzMachine	Sifry's Alerts	Topix.net Weblog	The Viral Garden	Micro Persuasion	Cool Hunting	SpikedHumor	flagrantdisregard	Search Engine Watch Blog	Joystiq	Download Squad	Captain's Quarters	MAKE Magazine	Engadget	CoolerHeads Prevail	Power Line	Techdirt	Official Google Blog	The Blotter	Treehugger	Crooks and Liars	TMZ.com	Bloggers Blog: Blogging the Blogsphere	Schneier on Security	Search Engine Roundtable	Copyblogger	Think Progress	Scobleizer - Tech Geek Blogger	Shoemoney - Skills to pay the bills	Little Green Footballs	456 Berea Street	Signum sine tinnitu--by Guy Kawasaki	Pharyngula	TechEBlog	Creating Passionate Users	TechCrunch	Wired News: Top Stories	PaulStamatiou.com	Dave Shea's mezzoblue	Steve Pavlina's Personal Development Blog	NewsBusters.org - Exposing Liberal Media Bias	kottke.org	MetaFilter	ongoing	Oilman	Instapundit.com	Joi Ito's Web	A Consuming Experience (full feed)	Matt Cutts: Gadgets, Google, and SEO	The Unofficial Apple Weblog (TUAW)	Joel on Software	Boing Boing	Bloglines | News	Quick Online Tips	PerezHilton.com	Derek Powazek	Jeremy Zawodny's blog	"gapingvoid: ""cartoons drawn on the back of business cards"""	Autoblog	Google Blogoscoped	plasticbag.org	Gawker	Read/WriteWeb	WWdN: In Exile	ProBlogger Blog Tips	Seth's Blog	The Huffington Post | Raw Feed
mean	0	2	0	0	1	0	1	0	2	1	2	0	0	0	4	0	0	0	2	5	0	1	2	1	0	1	1	1	0	0	0	3	0	1	0	1	0	0	0	1	1	1	0	0	0	5	1	0	2	0	0	2	0	0	2	0	0	0	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	2	1	0	1	0	2	1	0	0	0	1	0	2	0	2	0	1	2	0	0	0	0	6
reader	1	0	0	1	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	8	8	3	0	3	5	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	1	1	5	0	0	1	0	0	0	0	1	2	0	1	0	0
features	0	0	0	0	2	1	3	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	9	8	2	0	1	0	0	1	1	0	2	0	0	0	2	1	0	1	0	7	0	1	4	0	0	0	7	0	1	0	0	1	0	0	0	1	1	0	0	3	0	0	6	0	0	1	3	0	0	0	0	0	1	0	0	0	1	0	7	2	2	4	4	0	2	0	0	6	1	0	1	4	0	0	0	1
street	0	3	0	0	1	0	14	0	0	4	0	0	0	0	3	0	0	0	0	0	0	3	0	0	1	5	0	1	0	0	0	21	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	23	1	0	8	0	0	0	0	2
mind	0	0	0	0	1	0	0	1	0	8	0	0	0	0	1	0	1	4	0	2	0	1	0	4	1	1	0	4	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2
seen	1	0	1	0	2	0	8	0	0	4	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	2	0	1	0	0	1	3	1	0	0	1	0	0	0	1	0	1	5	0	3	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	1	2	0	2	0	0	0	1	0	0	2	3	1	2	0	0	2	0	2	0	1	5	1	0	0	0	3
seem	0	1	0	1	0	0	3	0	0	2	1	2	0	0	1	0	0	1	2	3	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	1	2	0	1	6	0	0	1	0	0	2	0	0	0	0	0	0	2	2	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	3	1	3	3	0	1	0	0	3
decided	0	0	0	0	1	0	2	0	0	1	2	0	0	0	4	0	0	0	0	2	0	1	1	0	2	1	1	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	1	1	2	2	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	2	0	0	1	0	1	0	0	1
against	0	3	0	2	7	0	0	0	0	2	1	0	1	0	1	0	2	0	9	6	0	0	1	3	0	3	1	2	0	0	2	4	0	0	0	2	0	0	1	0	3	0	0	1	1	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	3	1	0	0	0	5
website	1	3	0	0	6	1	6	0	0	4	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	2	0	1	1	0	0	0	2	0	2	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	2	2	0	4	8	0	0	0	1
human	1	2	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	2	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	3	0	0	0	0	6	0	0	2	0	1	1	0	0	0	3	2	0	0	0	0
may	1	5	2	3	12	1	2	0	0	0	2	2	0	0	4	0	1	1	3	2	0	3	0	8	4	1	4	2	0	1	5	14	0	9	0	1	0	3	1	1	2	1	5	0	0	2	1	0	5	4	0	3	0	4	1	1	1	0	0	0	0	8	7	0	0	0	0	1	3	1	1	1	0	12	1	4	0	0	2	2	0	1	5	0	6	0	2	0	2	0	8	1	1	6	4	0	0	0	1
mac	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	4	0	0	0	3	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	11	0	0	0	1	1	0	0	0	0	0	0	19	4	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0
man	4	8	0	2	1	0	3	0	0	8	2	0	1	0	2	0	0	0	1	10	2	0	0	1	0	3	0	0	0	0	0	6	0	1	0	0	0	0	4	0	0	4	0	0	1	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	2	0	1	2	0	30	0	1	0	3	2	0	0	0	0	1
talk	0	6	1	3	8	0	9	1	1	0	1	0	0	0	4	0	0	0	1	2	0	2	0	1	0	1	1	5	0	0	0	1	2	1	1	4	0	1	0	1	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	4	1	0	0	0	2	0	0	1	7	0	0	0	0	7	0	2	0	2	8	0	1	0	4	0	1	0	0	12	2	1	0	0	0	3
thing	1	9	0	1	19	0	12	0	0	6	3	0	0	0	3	0	2	0	1	6	0	1	0	5	0	4	5	5	0	0	0	3	0	3	0	0	0	0	0	0	0	2	2	0	6	8	1	0	4	0	0	1	0	0	2	0	0	0	1	2	1	2	1	0	2	0	2	1	0	1	0	0	1	7	0	1	1	0	2	2	1	1	12	3	1	0	2	1	2	0	7	0	10	5	2	1	0	0	5
little	1	10	0	1	8	1	10	0	3	3	6	6	0	0	3	0	0	4	1	6	0	0	0	11	2	4	10	5	0	0	0	5	1	3	0	1	0	3	4	1	0	1	12	0	3	6	2	0	3	1	0	1	0	1	1	0	0	0	1	5	0	4	2	1	5	0	0	0	0	4	4	2	0	7	1	2	0	0	2	0	1	2	4	6	0	2	0	1	2	1	6	0	7	12	4	1	0	1	2
anyone	0	1	0	0	15	1	3	1	0	6	1	0	0	0	1	0	0	0	0	3	0	1	2	3	1	3	1	0	1	0	0	5	0	3	0	1	0	0	1	0	0	2	1	0	2	0	0	0	1	3	0	1	0	0	1	2	0	0	0	1	0	1	1	0	0	0	0	1	0	4	0	0	1	3	0	5	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	3	1	1	0	0	0	0
show	1	5	0	1	14	3	10	0	0	5	6	1	0	1	9	0	0	0	0	1	1	2	1	1	9	1	4	4	0	0	2	14	4	6	0	2	0	0	9	0	0	9	1	0	1	0	1	1	3	6	0	0	1	3	3	0	0	0	0	7	4	4	1	0	0	0	0	0	0	1	0	0	5	5	1	0	1	1	4	0	3	1	1	2	1	0	0	3	3	0	18	2	1	6	2	1	1	0	7
money	2	3	2	0	32	1	4	2	0	0	7	1	0	0	0	0	0	0	3	1	0	1	4	3	2	7	2	1	0	0	0	3	2	0	0	3	1	0	0	0	1	1	1	0	0	0	2	0	3	1	0	0	0	0	4	0	0	1	0	1	0	2	1	0	2	0	0	0	1	0	0	0	0	5	1	3	0	0	3	0	0	0	2	0	0	2	0	3	0	1	1	1	1	2	4	0	2	1	0
general	0	2	1	0	1	0	4	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	2	1	1	0	0	0	1	3	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0
film	0	0	0	0	5	0	2	0	0	10	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	1	4	15	0	0	0	0
important	0	1	0	1	8	0	3	0	0	0	2	2	0	0	0	0	1	0	2	0	0	4	1	2	1	0	0	3	0	0	2	0	0	4	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	4	0	0	1	0	0	0	0	2	0	1	0	0	2	1	1	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	3	3	2	2	0	14	0	0	2	0	0	1	2	0	0	0	3
chris	0	2	0	0	2	1	0	0	0	0	0	0	2	0	1	1	0	2	1	9	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	2	0	0	0	8	1	1	0	0	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	2	1	1	0	0	0	3
public	1	3	1	1	7	0	6	1	3	0	0	0	0	1	1	0	0	0	5	0	0	0	1	3	7	3	0	8	0	1	1	11	1	0	1	0	1	2	0	0	0	1	1	0	2	1	0	0	2	2	0	0	0	0	1	1	0	0	1	1	0	2	2	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	2	2	4	6	3	0	0	2	0	1	1	2	1	1	0	0	0	2
playing	1	1	0	0	8	0	2	0	0	0	0	0	0	0	4	0	0	0	0	4	0	1	0	4	0	2	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0	5	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0
hard	1	2	1	1	11	0	5	0	2	1	0	0	0	0	1	0	0	1	2	6	0	0	1	1	1	4	7	4	0	0	0	6	1	6	0	2	1	0	1	0	0	2	2	0	0	10	2	0	2	1	0	1	0	0	0	0	0	0	1	2	0	1	2	3	0	1	0	0	2	4	0	0	1	3	1	1	0	1	1	0	0	1	6	1	0	0	0	1	1	0	2	0	0	3	4	1	0	1	3
print	0	0	2	0	3	0	0	1	0	0	2	0	0	17	0	0	1	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	6	0	0	1	2	0	0	0	1	0
members	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	5	0	0	0	0	0	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	2	0	0	0	0	0	6	0	0	0	0	1
done	0	0	1	0	7	0	5	0	0	6	3	0	0	0	1	0	0	0	3	1	0	1	2	4	0	1	3	3	0	0	0	5	0	0	0	4	0	0	0	1	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	1	0	0	4	1	0	1	0	2	0	0	1	0	0	0	0	0	3	1	3	1	0	0	1	0	2	1	0	1	0	0	0	1	0	2	0	2	0	4	0	1	0	2
least	2	4	2	2	6	0	2	0	1	3	2	1	0	0	1	0	0	0	3	6	0	2	0	2	3	9	2	3	0	1	0	2	0	3	0	2	0	0	0	0	0	1	2	0	0	6	1	0	0	1	0	1	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	3	3	1	0	3	0	1	2	0	5	0	1	3	2	0	0	0	3
part	0	8	0	1	5	2	11	2	1	4	3	0	0	2	4	0	0	0	2	8	0	2	0	0	2	3	1	2	0	0	0	7	1	4	0	4	1	2	6	0	1	2	4	0	0	44	0	0	0	4	0	3	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	2	0	2	0	3	9	1	0	0	0	1	1	0	2	2	4	1	0	0	1	1	1	2	1	1	7	4	1	1	0	4
believe	2	3	0	0	6	0	3	0	2	0	3	0	1	0	2	1	0	0	2	4	2	0	0	0	0	5	0	4	0	0	0	4	0	4	0	0	0	0	0	0	0	0	1	0	0	3	2	0	3	6	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	1	2	0	0	1	0	0	5	0	1	0	3	3	0	0	0	0	2
simple	0	0	0	0	6	1	6	0	0	0	11	1	0	0	0	0	0	0	1	1	1	0	0	14	3	1	1	0	0	1	0	1	2	2	0	0	0	1	0	1	0	0	2	0	5	1	0	0	1	3	0	0	0	0	0	0	0	2	0	2	0	1	2	0	0	0	1	0	0	2	0	0	0	4	0	1	0	0	0	0	1	1	3	0	0	1	0	1	1	0	0	0	0	0	4	0	0	0	1
simply	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	3	0	2	0	1	0	0	0	1	1	0	0	1	1	0	4	1	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	2	0	1	0	0	0	2	0	0	0	0
single	0	2	0	1	1	0	4	0	0	0	0	0	0	0	2	0	1	0	1	2	0	1	0	2	3	0	2	1	0	1	1	0	0	1	0	1	1	2	0	0	0	1	0	0	1	3	0	0	1	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	6	0	0	2	0	0	1	0	0	1	1	1	1	1	0	0	3
f	0	0	0	0	1	0	9	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2
apparently	0	5	0	0	2	0	1	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	5	2	0	6	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	1	0	2	0	0	0	0	5	1	3	0	3	4	0	1	0	0	1
taking	2	3	0	1	3	0	1	0	1	0	2	0	0	0	2	0	0	2	2	0	0	1	0	2	2	3	0	2	1	0	0	2	0	2	0	1	1	2	0	1	0	0	6	1	2	0	0	0	2	2	0	0	0	1	0	0	0	0	0	3	2	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	3
ads	0	1	3	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	1	11	2	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	12	0	0	0	0	4	0	0	2	1	0	1	0	0
add	0	2	0	1	6	0	2	0	0	1	2	1	0	0	1	0	0	0	0	0	0	5	1	6	9	1	1	0	0	0	0	1	0	1	0	6	0	1	0	0	0	2	1	0	5	1	0	0	3	5	0	1	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	1	3	3	1	1	0	0	1	0	2	4	2	0	4	0	3	0	1
although	3	0	1	0	3	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	2	0	1	2	3	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	1	0	1	2	4	0	1	0	2
instead	0	2	0	0	4	0	2	0	0	1	3	2	0	0	2	0	0	0	2	0	0	3	0	1	3	1	5	4	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	2	0	0	2	2	0	1	0	0	0	0	0	0	0	2	6	0	1	0	0	2	1	0	1	4	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	3
original	0	0	1	0	2	1	0	0	1	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	3	0	2	0	2	0	2	0	0	0	0	0	1	1	0	1	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	1	2	3	1	0	1	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	1	0	3	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0
under	1	1	1	0	10	0	4	1	1	0	0	0	0	0	3	0	0	1	4	4	0	0	0	2	1	1	1	2	1	0	1	5	0	0	0	1	1	0	0	0	1	20	21	0	1	41	0	0	1	0	0	0	0	21	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	4	0	20	0	0	0	1	0	0	3	0	33	0	1	1	0	0	0	1	3
cause	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	2	0	0	0	0	0	2	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	4	0	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	2	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
each	0	2	0	0	5	0	17	0	1	3	6	0	0	0	0	0	1	1	0	2	0	6	0	2	6	0	0	1	0	1	1	4	0	18	1	2	0	1	0	0	4	1	1	0	0	1	0	0	1	3	0	2	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	2	0	0	0	0	0	0	1	1	0	1	0	4	1	4	0	2	1	0	7	0	2	9	4	0	1	0	2
top	0	4	4	0	6	0	5	0	1	0	3	2	0	4	2	0	1	1	2	2	0	3	1	8	3	2	1	1	1	0	0	1	0	8	1	26	1	2	0	0	1	1	2	0	2	4	0	0	2	3	2	1	0	0	0	0	0	3	0	0	3	1	4	0	0	0	0	0	0	4	2	0	1	1	0	1	2	1	0	2	0	1	2	5	1	21	1	2	0	0	10	2	2	6	5	0	0	1	0
too	3	11	0	1	12	1	12	2	1	2	9	0	1	0	2	0	0	2	4	5	0	2	0	3	8	14	7	5	0	0	1	14	0	2	0	4	0	0	1	0	0	2	7	0	2	7	2	0	4	3	0	2	0	2	1	1	1	0	0	4	0	4	4	0	1	0	0	0	0	0	1	0	2	10	1	6	0	1	3	2	2	0	4	1	1	0	0	1	2	0	3	3	1	4	1	1	0	0	1
tom	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	1	0	0	2	0	4	0	0	1	2	2	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	1	0
radio	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	2	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	1	1	0	1	6	1	0	0	0	1	0	0	0	0	3	1	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1
rss	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	3	0	0
watch	1	6	1	0	13	0	1	0	1	4	0	0	0	0	2	0	0	0	0	6	0	2	4	1	2	1	0	1	1	0	0	2	0	1	0	1	0	3	3	0	2	1	1	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	2	3	0	3	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	1	0	0	1	5	1	0	1	1	1	2	0	2	0	2	1	2	0	0	0	0
report	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	3	1	0	6	1	0	1	0	4	0	3	3	3	1	0	2	2	0	5	0	0	1	0	1	0	0	1	1	0	0	2	0	1	0	0	0	1	3	0	1	0	1	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	5	1	2	0	1	2	0	3	0	0	6	2	0	0	0	3
games	0	0	0	0	9	0	10	1	0	0	0	0	0	0	22	0	0	0	0	11	0	1	0	25	0	3	4	1	0	1	0	3	0	0	0	0	0	0	0	0	0	12	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
everything	0	2	5	1	10	0	2	1	1	1	1	0	0	0	2	0	0	1	0	2	0	1	1	5	2	1	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	3	0	0	1	0	0	1	4	0	0	1	0	2	2	1	1	0	2	0	0	0	0	0	1
plus	0	0	0	0	6	0	1	0	0	0	0	0	2	0	2	0	0	1	0	1	0	0	1	1	0	0	1	3	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	9	0	0	5	1	0	0	0	0
cool	0	0	0	0	2	0	3	0	1	0	1	0	0	1	1	0	0	1	0	1	0	2	0	9	0	0	3	2	0	1	0	3	0	1	1	1	0	4	2	1	0	1	2	0	6	0	2	0	2	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	2	0	0	4	1	3	1	3	0	1	0	1	0	0	4	2	0	0	0	1	1
name	0	4	0	1	3	0	2	0	1	5	5	0	0	8	0	0	0	0	0	6	1	2	3	0	4	2	2	0	0	0	1	3	1	0	0	2	0	1	0	0	0	2	5	0	3	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	3	1	0	1	4	0	0	4	0	2	2	6	3	0	1	4	0	1
place	0	5	1	0	11	0	7	0	0	5	4	0	0	0	0	0	0	1	1	6	0	3	2	2	2	1	0	2	1	0	1	7	0	3	0	1	0	1	0	0	0	0	0	0	3	0	0	0	3	5	0	0	0	0	2	0	0	0	0	2	1	3	0	0	1	0	1	0	0	1	0	0	0	11	0	0	0	0	1	1	0	0	2	3	0	1	1	0	1	0	3	1	1	7	1	0	0	0	3
given	0	0	0	1	10	0	3	0	0	0	1	0	0	0	0	0	0	2	0	1	0	3	0	0	0	1	3	1	0	0	1	5	0	4	2	2	0	0	1	0	1	0	1	1	0	7	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	3	5	3	0	1	0	0
gives	0	2	0	0	0	0	2	0	0	1	2	2	0	0	0	0	0	0	1	0	0	1	1	2	0	0	2	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	2	1	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	3	0	0	1	0	4	0	0	0	1	0	0	0	3
copy	0	0	0	0	2	0	1	0	0	3	0	0	0	1	2	0	0	0	0	0	0	3	1	0	2	2	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	1	1
style	0	0	0	1	1	0	1	0	0	1	2	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	3	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	2	0	0	1	0	2	2	0	0	0	0	1	0	5
